id;Title_1;Content_1;Title_2;Content_2;Label
2417;Fix deb builder docker image;"SUMMARY
I needed to install Sphinx inside this image to get make deb working.
ISSUE TYPE

Bugfix Pull Request

COMPONENT NAME
Debian Packaging
ANSIBLE VERSION
NA
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Fix docsapi sphinxbuild err on 'make rpm';"SUMMARY
Fix docsapi sphinxbuild err on 'make rpm'
remove checkwarning about sphinxbuild on 'make'
The makefile in docsapi had a top level check for the
'sphinxbuild' tool but the check was getting triggered
on 'make clean' when it is not needed and causing 'make rpm'
and similar builds to fail.
So this commit removes the check.
Fixes 


ISSUE TYPE


Bugfix Pull Request

COMPONENT NAME

docsapiMakefile
ANSIBLE VERSION

ansible .. docsmakefile befcd last updated GMT 
 config file etcansibleansible.cfg
 configured module search path u'homeadrian.ansiblepluginsmodules' u'usrshareansiblepluginsmodules'
 ansible python module location homeadriansrcansiblelibansible
 executable location homeadriansrcansiblebinansible
 python version .. default Jan GCC .. Red Hat ..


 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2418;Read AWS key and secret from ec.ini;"If you have multiple projects which use AWS it's not convenient to use global or userwide boto configs. You could use environment variables but since we have ec.ini right there it seems like an easy place to have your project's AWS credentials.
I had to resubmit this PR previously it was 
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Added support for AWS credentials in ec.ini;"Adds support for specifiying AWS credentials in ec.ini that is used by the ec.py dynamic inventory.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2419;Fix bugs in ec library module;"Corrects an issue with specifying groupname vs groupid when using VPC instances see commit message
Include private IPDNS info in json value returned from ec module.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";libraryec VPC Enhanced Support vpcprivateipaddress groupname vs. groupid;"Hi EveryOne
I'm Samuel AWS DevOps new in this community.
Firstly i'd like to thank the helping of IRC.
I have some clients with AWSEC infrastructure generally with VPC Private Cloud
ip addresses manageable and specific security groups.
When i used the ecboto pluggin i realized that was create specific for ec public clouds
so i decided the improve this support.
The requirements are as follows
. Create a machine in the vpc private cloud
. This machine needs have a specific IP delimited
. Close the ports with a specific security groups
Following the examples i create my own playbook.


name Manager of VPC instances AWSVPCEC
hosts ...
connection local
user root
gatherfacts false
tasks

name Create a VPC instance AWSVPCEC
localaction
ec
count
ecaccesskeyAJIYDSNKDYGISHIH
ecsecretkeyjYFHBbuygBYVbhvgg
imageamiecfc
keynamesamukasmk.pub
vpcsubnetidsubnetjqhf
instancetags'NameMy Test VPC Instance'
instancetypet.micro
groupMYVPCSPECIFICSECURITYGROUP
waittrue
groupidsgadw
register ec



The first problem that i found
msg InvalidParameterCombination The parameter groupName cannot be used with the parameter subnet
This is a Response of Boto Library.
Researching in the boto library for the resolution i discovery that AWS API does not accepts launch some
VPC instance passing the security group NAME.
In the httpboto.readthedocs.orgenlatestrefec.html i got the resolution
Pass the security group ID parameter securitygroupids instead the security group NAME parameter securitygroups.
CHANGE THIS
try
 if groupid
 grpdetails ec.getallsecuritygroupsgroupidsgroupid
 grpitem grpdetails
 groupname grpitem.name
except boto.exception.NoAuthHandlerFound e
 module.failjsonmsg stre

try
 res ec.runinstancesimage keyname keyname
 mincount count 
 maxcount count
 monitoringenabled monitoring
 securitygroups groupname
 instancetype instancetype
 kernelid kernel
 ramdiskid ramdisk
 subnetid vpcsubnetid
 userdata userdata

FOR THAT
try

 SamukaSMk Lock for pass different security groups definitions
 if groupid and groupname
 print ERROR pass groupname or groupid

 SamukaSMk Test Valid the security group ID instead we got a exception
 if groupid
 grpdetails ec.getallsecuritygroupsgroupidsgroupid

 SamukaSMk Get the security group ID with the security group NAME
 if groupname
 grpdetails ec.getallsecuritygroups
 for id in range lengrpdetails
 if strgroupname in strgrpdetailsid
 groupid strgrpdetailsid.id

except boto.exception.NoAuthHandlerFound e
 module.failjsonmsg stre

try
 res ec.runinstancesimage keyname keyname
 mincount count 
 maxcount count
 monitoringenabled monitoring
 securitygroupids groupid
 instancetype instancetype
 kernelid kernel
 ramdiskid ramdisk
 subnetid vpcsubnetid
 userdata userdata

This Resolved my first problem
But i still need to pass the SPECIFIC VPC PRIVATE IP
I Create the new Argument
module AnsibleModule
 argumentspec dict
 ...
 vpcprivateipaddress dictaliases'privateipaddress'
 ...
 


vpcprivateipaddress module.params.get'vpcprivateipaddress'
And i pass the new argument for the boto library
try
 res ec.runinstancesimage keyname keyname
 mincount count 
 maxcount count
 monitoringenabled monitoring
 securitygroupids groupid
 instancetype instancetype
 kernelid kernel
 ramdiskid ramdisk
 subnetid vpcsubnetid
 privateipaddress vpcprivateipaddress
 userdata userdata

The new Playbook for my new features


name Manager of VPC instances AWSVPCEC
hosts ...
connection local
user root
gatherfacts false
tasks

name Create a VPC instance AWSVPCEC
localaction
ec
count
ecaccesskeyAJIYDSNKDYGISHIH
ecsecretkeyjYFHBbuygBYVbhvgg
imageamiecfc
keynamesamukasmk.pub
instancetags'NameMy VPC Instance Test '
instancetypet.micro
groupMYVPCSPECIFICSECURITYGROUP
waittrue
vpcsubnetidsubnetjqhf
vpcprivateipaddress...
groupidsgadw
register ec



Testing My New Features
SamukaSMkstryckrProjectssmkansibleplaybooks ansibleplaybook ecplaybookslaunchinstanceec.yml
TASK Create a VPC instance AWSVPCEC 
changed ...
That's All Folks Guys
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2420;Add networking mode parameter net to docker;"Since . Docker supports different networking modes see docker run net. This commit add support for that to the ansible docker module.
This depends on dockerdockerpyd
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Add Docker net parameter;"Example
Create containers using the hosts network stack
 hosts web
 sudo yes
 tasks
 docker imagenginx nethost

This closes .
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2421;fix mail when cc and bcc are used if None;"ISSUE TYPE

Bugfix Pull Request

ANSIBLE VERSION
ansible ..
 config file homesimon.ansible.cfg
 configured module search path Default wo overrides

SUMMARY
fixes 
In .libansiblepluginscallbackmail.py cc and bcc have default values of None which are blindly copied to strings and then added to the recipient list of the email.
bcc tobytescc
bbcc tobytesbcc
...
if bcc
 baddresses bcc.splitb''
if bbcc
 baddresses bbcc.splitb''

The two if statements are always true because bcc and bbcc are both None type 'str' instead of None type 'NoneType'
This commit changes the two if statements to check against NoneType not None
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Fix issue with cc and bcc getting added to mail if unset;"ISSUE TYPE

Bugfix Pull Request

COMPONENT NAME
ansiblelibansiblepluginscallbackmail.py
ANSIBLE VERSION
ansible ...
 config file etcansibleansible.cfg
 configured module search path Default wo overrides

SUMMARY
None was being added as a recipient on the email if cc or bcc were unset and defaulting to None. This was throwing the following smtplib exception
smtplib.SMTPRecipientsRefused 'None' '.. None... User unknown'
ansibleplaybook runs were erroring as follows
WARNING Failure using method vrunneronfailed in callback plugin usrlibpython.distpackagesansiblepluginscallbackmail.CallbackModule object at xfdaf 'None' '.. None... User unknown'
This was fixed by changing the conditional that adds in cc and bcc to the address list to check the cc and bcc variables instead of the bcc and bbcc variables that had been transformed to byte strings.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2422;seboolean Fix issue with changing persistent SELinux boolean values;"SUMMARY
Previously when the active SELinux boolean value was the same as the desired value regardless of the value of persistent the module would simply exit successfully assuming no need for update. This made the assumption that the active and persistent values should be the same but that is not always the case. This modification treats both the active and persistent values separately when checking for the need to update. Note that the persistent update mode however will still update the active as well as the persistent value. If this is not desired it is possible to separately toggle the active value alone.
Other changes

Make the check mode actually perform checks for changes
Organizes semanage commands into set of logical steps

ISSUE TYPE

Feature Pull Request

COMPONENT NAME
seboolean
ANSIBLE VERSION
ansible .. sebooleanpersistentchanged dd last updated GMT 
 config file 
 configured module search path Default wo overrides
 python version .. default Jan GCC .. Red Hat ..

ADDITIONAL INFORMATION
To test this we can set the active SELinux boolean value and then change the persistent value to the same value.
 sudo semanage boolean l | grep usefusefshomedirs
usefusefshomedirs off off Allow use to fusefs home dirs
 ansible localhost b K m seboolean a 'nameusefusefshomedirs stateyes persistentno'
 sudo semanage boolean l | grep usefusefshomedirs
usefusefshomedirs on off Allow use to fusefs home dirs
 ansible localhost b K m seboolean a 'nameusefusefshomedirs stateyes persistentyes'
 sudo semanage boolean l | grep usefusefshomedirs
usefusefshomedirs on on Allow use to fusefs home dirs

Note that in the previous version the attempt to toggle the persistent value to on while the active value was on would exit before doing so.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Fixes requirements for seboolean module;"SUMMARY
cf. adds libsemanagepython as a requirement in the documentation for the seboolean module.
ISSUE TYPE

Docs Pull Request

COMPONENT NAME
seboolean module
ANSIBLE VERSION
ansible ...

ADDITIONAL INFORMATION
N.B. No changes to actual executable code only the commented that used for generating module documentation.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2423;Remove SSL config map when empty;"This avoids exceptions when ssl is not available.
See for details.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Dynamically add ssl key to the mysql config hash iff needed;"Issue Type

Bugfix Pull Request

Ansible Version
ansible ...

Summary
moduleutils.mysql will throw a client library does not have SSL support exception if MySQL SSL support is not available. This occurs even when attempting to use a nonSSL protected connection.
 name create users
 mysqluser name'root' host'...' statepresent
 password'xxxx' encryptedno
 priv'.all'
 loginuserroot loginpasswordyyyy loginunixsocketoptlocalvarrunmariadb.mysqld.sock

Example output
failed host itemu'passwd' u'xxxx' u'host' u'...' u'name' u'root' u'priv' u'.all' failed true item host ... name root passwd xxxx priv .all msg unable to connect to database check loginuser and loginpassword are correct or Us
ersmgrimes.my.cnf has the credentials. Exception message client library does not have SSL support

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2424;Filter hosts based on ec variables in inventory script;"This adds a hostfilter option to ec.ini that adds only hosts that pass the filter to the inventory. Can be used to separate stage and prod envs in the same region via tags for example.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Add an option to ec.ini to filter instances based on various things;"This is try two for the PR replacing which ended up with merge commits. See the previous PR for a bit of commentary.
This lets you filter instances right at the EC API level using the EC inventory plugin. You can use this to retrieve only instances with certain tags or only certain instance types etc etc. See ec.ini for more info and examples.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2425;ecelbfacts Fixes empty healthcheck path error;"ISSUE TYPE


Bugfix Pull Request

COMPONENT NAME

ecelbfacts
ANSIBLE VERSION

ansible ... stable. ccecca last updated GMT 
 libansiblemodulescore detached HEAD adc last updated GMT 
 libansiblemodulesextras detached HEAD b last updated GMT 

SUMMARY

This change was made after troubleshooting errors for ELBs that have a Health Check path that is just a slash i.e. HTTP
In these cases the portpath.split'' will leave 'path' as an empty var and an error is thrown when it then tries to format this empty string. In dealing with this error the whole portpath var is then asserted as an INT and set as the 'port' value. This obviously throws a module failure as the port value still has a slash in it i.e. ''
To get around this I've added a check that will set 'path' as a slash if the path var appears empty therefore the format will still work and the error isn't thrown which would result in an incorrect INT assertion.

Before
An exception occurred during task execution. To see the full traceback use vvv. The error was ValueError invalid literal for int wit
fatal ... FAILED attempts changed false failed true modulestderr Traceback most recent call last\n Flbfactsadam.py\ line in module\n main\n File \tmpansibleaxwNhransiblemoduleecelbfactsadam.py\ line in mFile \tmpansibleaxwNhransiblemoduleecelbfactsadam.py\ line in listelbs\n return listmapself.getelbinfo elbarruleecelbfactsadam.py\ line in getelbinfo\n 'healthcheck' self.gethealthcheckelb.healthcheck\n File \tmpansiy\ line in gethealthcheck\n 'pingport' intport\nValueError invalid literal for int with base ''\n modulest

After
ok ... attempts changed false elbs canonicalhostedzonename null canonicalhostedzonenameid ZGMOXHZPM dnsname internaladamtestbug.apsoutheast.elb.amazonaws.com healthcheck healthythreshold interval pingpath pingport pingprotocol http responsetimeout unhealthythreshold hostedzoneid ZGMOXHZPM hostedzonename null instances icfebe ieda instancesinservice instancesinservicecount instancesinservicepercent . instancesoutofservice icfebe ieda instancesoutofservicecount listeners instanceport loadbalancerport protocol HTTP name adamtestbug scheme internal securitygroups sgefe subnets subnetafd subnetbadc tags vpcid vpcffec zones apsoutheastb apsoutheasta

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";ecelbfacts Handle AWS throttling when requesting ELB information;"SUMMARY
Fixes issue where module would fail immediately upon encountering AWS API throttling.
Also makes minor changes to error handling.
ISSUE TYPE

Bugfix Pull Request

COMPONENT NAME
ecelbfacts.py
ANSIBLE VERSION
ansible ...
 config file 
 configured module search path Default wo overrides

ADDITIONAL INFORMATION
Uses the AWSRetry.backoff method both as a decorator and where more efficient directly as a wrapper function to handle AWS API throttling for boto methods invoked in the module.
Various instances of BotoServerError exceptions being caught and handled simply by invoking the failjson method have been removed and replaced with a similar trycatch block in the main function. I'm not sure that this exception handling was particularly useful in the first place and I'd be open to removing it completely but moving it into main at least provides pretty much equivalent behavior without interfering with use of the AWSRetry decorator which can handle specific cases of BotoServerError.
Also removes questionable 'catchall' clause on line which would return an empty dict for tags.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2426;Don't disable GSSAPIAuthentication or PubkeyAuthentication when using askpass;"As requested on irc here's the output of ansibleplaybook vvvv with one echo on a delegateto host and one on the main host. The password on the delegated host is different from the one I provided on the command line so it had to use the pubkey and the main host doesn't have a pubkey on it yet so it had to use the password.
TASK createvm | echo on delegated host 
delegate.example.net ESTABLISH CONNECTION FOR USER ansible
delegate.example.net REMOTEMODULE command echo This is on the delegated host
delegate.example.net EXEC 'sshpass' 'd' 'ssh' 'C' 'vvv' 'o' 'ControlMasterauto' 'o' 'ControlPersists' 'o' 'ForwardAgentyes' 'o' 'ControlPathhomejon.ansiblecpansiblesshhpr' 'o' 'Useransible' 'o' 'ConnectTimeout' u'delegate.example.net' 'binsh c usrbinpython'
changed main.example.net changed true cmd echo This is on the delegated host delta . end . item rc start . stderr stdout This is on the delegated host
TASK bootstrap | echo on main host 
main.example.net ESTABLISH CONNECTION FOR USER root
main.example.net REMOTEMODULE command echo This is on the main host
main.example.net EXEC 'sshpass' 'd' 'ssh' 'C' 'vvv' 'o' 'ControlMasterauto' 'o' 'ControlPersists' 'o' 'ForwardAgentyes' 'o' 'ControlPathhomejon.ansiblecpansiblesshhpr' 'o' 'Userroot' 'o' 'ConnectTimeout' u'main.example.net' 'binsh c usrbinpython'
changed main.example.net changed true cmd echo This is on the main host delta . end . item rc start . stderr stdout This is on the main host
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Add support for multiple required auth for openssh v. onwards.;"No description provided.
 
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2427;New Jinja 'resolve' filter.;"Translates list of domain names into list of IP addresses.
You can select IPs by address family.
By default filter lists IPv and IPv addresses.
Usage in Jinja template

Get list of IPv addresses for list of domains

 domains | resolve'IPv' 
 domains | resolve'v' 
 domains | resolver 


Get list of IPv addresses for list of domains

 domains | resolve'IPv' 
 domains | resolve'v' 
 domains | resolve 



 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";New lookupplugin dig' for performing DNS lookups;"This makes dnstxt.py obsolete and I recommend it be removed.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2428;Test module improvements;"Allows the module test runner to

dump the generated module file
take json string as complex args to module

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Add options to control output and execution of testmodule;"testmodule is useful but sometimes you want to edit the
result before running it to e.g. set a debug point.
Added a noexecute option i.e. just create the module script don't
run it and an output option to choose the filename of the result.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2429;Added y flag to querypackage;"librarypackagingpkgin

Signedoffby giorgiov giorgiorefactor.it
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Answer yes for pkgin list command to update package database if requeste...;"...d.
If the pkgin database is outdated the pkgin list command will prompt the user asking if the package database should be updated. This behavior causes Ansible to hang as well. Adding the y option to pkgin list will answer yes when prompted and bypass this message. The y option is already included in the other pkgin commands so this change follows right along with those.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2430;ecstaskdefinition Fix int param types Fixes;"ISSUE TYPE

Bugfix Pull Request

COMPONENT NAME
ecstaskdefinition
ANSIBLE VERSION
ansible ...

SUMMARY
This fixes on ansiblemodulescore where given container parameters to the module are always passed on as strings in the container definition parameters which causes an exception by boto as some parameters have to be integers.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Allow CPU and Memory to be templatable;"Issue Type

Bugfix Pull Request

Plugin Name
ecstaskdefinition
Ansible Version
ansible ...

Summary
Currently the module does not allow the CPU and Memory parameters to be templatable. They must be integerlong. This makes the module unusable with variables. In other words we would need to call the module for every task definition.
This change will allow the CPU and Memory to be templatable like so
 containers
 name nikhiltest
 image nikhiltestnginxdeploytag
 memory mycontainers.nginx.memory
 cpu mycontainers.nginx.cpu

Example output
Error before change
botocore.exceptions.ParamValidationError Parameter validation failed
Invalid type for parameter containerDefinitions.memory value type type 'str' valid types type 'int' type 'long'
Invalid type for parameter containerDefinitions.cpu value type type 'str' valid types type 'int' type 'long'

This error is not seen with suggested change
Note
This is a clone of ansibleansiblemodulesextras
I could not rebase the original PR due to losing access to the repo I originally contributed from
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2431;Fix issue with relative symlinks;"Fixes 
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Fix;"Fix relative symlinks creation in file module.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2432;Fix ansibledoc list on Solaris;"On Solaris usrbinstty has no size option. However usrucbstty does have this option.
Install package compatibilityucb to get usrucbstty on Solaris .
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Use termios instead of stty for compatibility;"Solaris does not have stty size but stty a outputs in a different format. Instead of branching on operating system it is more portable to use termios to get the terminal parameters.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2433;Added support for general purpose SSD EBS volumetype;"This adds support for AWS general purpose SSD volumes httpaws.amazon.comebsdetails

volumetype module parameter added which defaults to standard if one is not specified
if standard and iops are both specified volumetype is changed to io for backwards compatibility as opposed to requiring the user to now specify volumetype in plays .
if gp volumetype is specified with an iops value the play will error. Defaulting this to io as well seemed assuming to much since it's reasonable that one could mix up he ssd types and there are performancecost ramifications between the two types.

Not a huge fan of assuming if iops are specified the volumetype should be silently changed to io from standard but it seemed best for maintaining backwards compatibility.
Thanks
iain
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Modified ecvol to use the new SSD based storage;"The older magnetic storage was referenced as volumetype 'standard'
The new SSD based general purpose storage is now referenced as volumetype 'gp'
The change proposed will leverage the new storage without needing to retrofit the module to have volumetype added as a required type and expect people to know its moved from 'storage' to 'gp'.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2434;Fix file mode calculation;"Since da file mode calculation is incorrect. For example when umask is file mode is instead of .
See ab .
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Fix umask calculation on file creation. Fixes;"No description provided.
 
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2435;filesystem module Check for line that starts with 'data' in xfsinfo output;"ISSUE TYPE

Bugfix Pull Request

COMPONENT NAME
module filesystem
ANSIBLE VERSION

ansible master ansible version
ansible ...
 config file homejonansible.cfg
 configured module search path Default wo override

SUMMARY

I created an LVM volume named 'data' and it causes the filesystem module to break on the first line which does not contain the block size and block count. As a result it continues to try and resize my filesystem even though all of the device space is being utilized.
Instead of using bsize blocks the module must be using agcount agsize which is not going to match the size from blockdev getsize.
metadatadevmapperebsvolsdata isize agcount agsize blks
 sectsz attr projidbit
 crc finobt
data bsize blocks imaxpct
 sunit swidth blks
naming version bsize asciici ftype

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";proposed fix for issue;"when device name ends with 'data' line matches in 


 if 'data ' in line



closes 
SUMMARY
Check if first column is 'data' before extracting blocksize and blockcount
ISSUE TYPE

Bugfix Pull Request

COMPONENT NAME
libansiblemodulessystemfilesystem.py
ANSIBLE VERSION

ansible ...
 config file 
 configured module search path Default wo overrides

ADDITIONAL INFORMATION
idempotentency confirmed with the change.
before
localhost ok changed unreachable failed
after
localhost ok changed unreachable failed

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2436;ecgroup support for egress rules and referring to security groups by name in rules;"This patch allows security groups to be referred to by name in rules by using the groupname parameter. If a named security group does not exist it will be automatically created.
Rules now also support a type parameter to specify whether they are ingress or egress rules. If the type parameter is omitted the rule will be considered an ingress rule.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Egress rules for ec security groups;"This will have the ability of adding egress rules here is an example
 name example ec group
 localaction
 module ecgroup
 name example
 description an example EC group
 vpcid 
 region euwesta
 ecsecretkey SECRET
 ecaccesskey ACCESS
 rules
 proto tcp
 fromport 
 toport 
 cidrip ...
 egress yes this will mark it as egress
 proto tcp
 fromport 
 toport 
 cidrip ...

When creating a security group on EC a default egress rule is always created this rule gives unrestricted access to all protocols and all ports. This is unrelated to Ansible nor Boto.
When creating a security group using my changes if no egress rules are configured then it will not change any egress rules that already exist on the group. If there are rules configured then similar to ingress rules it will remove the ones that are not configured.
I'm not sure if this is behavior is better for most users but after contemplating I thought it is more reasonable.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2437;Part fix for httpsgithub.comansibleansiblemodulescoreissues replaces;"Replacement for previous attempt at this which accidentally included some unwanted changes.
GetFileChecksum always returns a string now and the testwincopy integration tests that depend on the checksum
have been updated in this change too.
Also requires ansibleansiblemodulescore
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";GetFileChecksum doesn't calculate hash for files;"missing update of the checksum value before returning the result hash is never updated in case file exists
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2438;Add nosyslog option in order to prevent ansible syslog its actions on the remote host rebase;"Add nosyslog option in order to prevent ansible syslog its actions
on the remote host.
Syslog on remote hosts can be turned off by
nosyslog option inside ansible.cfg.
n nosyslog command line options ansible and ansibleplaybook.

Rebased version of 
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";task logging revamp;"allow global nolog setting no need to set at play or task level but can be overriden by them
allow turning off syslog only on task execution from target host managesyslog overlaps with nolog functionality
created log function for task modules to use now we can remove all syslog references will use systemd journal if present
added debug flag to modules so they can make it call new log function conditionally
added debug logging in module's runcommand

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2439;Added ability to specify destination OU when joining a domain;"ISSUE TYPE


Feature Idea

COMPONENT NAME
windomainmembership
ANSIBLE VERSION

.

CONFIGURATION

OS ENVIRONMENT

SUMMARY

Add the ability to specify OU destination OUPath in AddComputer when joining to a domain.
Example Config

name Join domain
windomainmembership
dnsdomainname globaldomainname 
hostname globalvmname 
domainadminuser globaldomainjoinuser 
domainadminpassword globaldomainjoinuserpassword 
domainoupath OUWindowsOUServersDCyourdomainDClocal
state domain
register domainstate

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";added support for OUPath parameter for windomainmembership;"SUMMARY
Adds support for the OUPath parameter of AddComputer i.e. the underlying PowerShell for invoking windomainmembership when state domain.
ISSUE TYPE


Feature Pull Request

COMPONENT NAME
libansiblemoduleswindowswindomainmembership.ps
ANSIBLE VERSION

ansible ..

ADDITIONAL INFORMATION


 host should be a member of domain ansible.vagrant module will ensure the hostname is mydomainclient
 host domain object will be createdjoined in 'CNComputersDCansibleDCvagrant'
 and will use the passed credentials to join domain if necessary.
 Ansible connection should use local credentials if possible.
 If a reboot is required the second task will trigger one and wait until the host is available.
 hosts winclient
 gatherfacts no
 tasks
 windomainmembership
 dnsdomainname ansible.vagrant
 hostname mydomainclient
 domainadminuser testguyansible.vagrant
 domainadminpassword password
 domainoupath 'CNComputersDCansibleDCvagrant'
 state domain
 register domainstate

 winreboot
 when domainstate.rebootrequired

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2440;To fix error message produced in bug report;"No description provided.
 
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Switched primary and alias names of the namedb parameter. Fixes .;"In the documentation the name of the mysql database to create is called name with an alias of db. However in the code db is the primary name and name is the alias. This causes a confusing error message. This patch updates the code to match the documentation.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2441;add sshpass support for synchronize;"add sshpass support for rsync
work together with ansibleansiblemodulescore
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";allow for sshpass support for synchronize;"Needs ansibleansiblemodulescore

sshpass support
env support for runcommand

delegateto fix 
Security consideration

procpidenviron are only readable by owner or root. root can read almost everything based on selinuxsecurity policies including prockcore
ssh client tends to strip out env variables SSHPASS will not be seen by client process SendEnv ssh config bit

reasons to opt for env var

module.runcommand does not support passing an fd to command module.
ssh and sshpass do not support reading password from stdin pipe data arg of runcommand
passing fd number to sshpass will not work as fd no can be random.
adding support for setting up env was the least invasive and most reliable change

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2442;Support checkmode for ecvpcnetfacts;"SUMMARY
As a facts module ecvpcnetfacts supports check mode by default
ISSUE TYPE

Feature Pull Request

COMPONENT NAME
ecvpcnetfacts
ANSIBLE VERSION
ansible .. devel cbdaf last updated GMT 
 config file .ansible.cfg
 configured module search path u'.library'
 python version .. default Jan GCC .. Red Hat ..

 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Update ecvpcnetfacts to use Boto;"SUMMARY
Update the ecvpcnetfacts module to use boto. This change also brings additional features to the module. It now reports additional facts about VPCs that were not possible with boto.
i.e. IPv CIDR block information association set cidr range etc additional VPC attributes classiclinkdnssupported enablednssupport enablednshostnames
Also added an additional module parameter vpcids. The boto function supports passing a list of subnet ids directly.
ISSUE TYPE

Feature Pull Request

COMPONENT NAME
libansiblemodulescloudamazonecvpcnetfacts.py
ANSIBLE VERSION

ansible .. botoupdateecvpcfactsmodules ed last updated GMT 
 config file Usersuser.ansible.cfg
 configured module search path u'Usersuser.ansiblepluginsmodules' u'usrshareansiblepluginsmodules'
 ansible python module location Usersuserdevelansiblelibansible
 executable location Usersuserdevelansiblebinansible
 python version .. default Dec GCC .. Compatible Apple LLVM .. clang...

ADDITIONAL INFORMATION




 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
2443;Prevent empty diffs being written between task messages;"When running a playbook with the check and diff options empty diffs are still passed to the display method resulting in an empty line being output between each task message.
This PR simply checks a nonempty diff was returned before passing to display.
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";Removed blank line when running with diff;"Fixing issue 
Here are test runs using the template module and checking the diff between two files.

The first run the diff is shown on the output.
Then the file is updated
diff is run again since there is no diff there will be nothing in the output.

 ansibleplaybook i hosts .yml diff check

PLAY ... 

TASK difftest 
 before homehenrytestfile
 after Usershenrygarageplaybookstestfile.j
 
bar
foo

changed ...

PLAY RECAP 
... ok changed unreachable failed



 ansibleplaybook i hosts .yml

PLAY ... 

TASK difftest 
changed ...

PLAY RECAP 
... ok changed unreachable failed



 ansibleplaybook i hosts .yml diff check

PLAY ... 

TASK difftest 
ok ...

PLAY RECAP 
... ok changed unreachable failed
Playbook used for the test

 hosts ...
 gatherfacts False

 tasks
 name difftest
 template srctestfile.j desthomehenrytestfile
 
 
 
 
 
 

 The text was updated successfully but these errors were encountered";1
